experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
rolling_regress_yessent1_attent,regression,vol_adj_forward_return,huber_delta_1.0,daily,True,22,20,2,45569,114,20,0.2,0.0005,1.0,20,10.0,100,408.898957490921,QS,2017-01-01,2019-12-31,12,12,1.3664861917495728,0.8071129322052002,-0.0008106231689453125,0.020144608588074285,0.5283152260168232,69998,0.02443575029521458,0.01988361962081149,1.3667678634325664,0.5283902343634757,0.020587621227672798,0.14879330176030658,0.5545212765957447,0.03227017040019727,752,0.9248865246772766,0.7619357109069824,0.10594041953111229,-0.025264263153076172,0.6229508196721312,1
