mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.9248865246772766,0.7619357109069824,-0.025264263153076172,0.10594041953111229,0.41249593472971546,0.6229508196721312,62,MSFT,True
