experiment_name,model_type,frequency,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
ultimate_model,simple,daily,8107,996,20,-0.005,0.005,0.2,0.1,0.0005,100,228.59133672714233,0.4311799462511588,0.3601609343933279,0.07101901185783088,0.14695146584184318,0.3978052695552056,320379,0.3929471032745592,-0.019395465994962217,0.006908279064153351,10
