accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3778337531486146,0.3778337531486146,0.0,0.18281535648994515,0.20722143682739375,0.0,397,MSFT
0.37279596977329976,0.37279596977329976,0.0,0.18103975535168196,0.20247267349155362,0.0,397,AAPL
0.36272040302267,0.3879093198992443,-0.02518891687657432,0.2661870503597122,0.30473152963775074,-0.03716404149446945,397,JPM
0.3954659949622166,0.49622166246851385,-0.10075566750629722,0.26376888317483127,0.3361160472273975,-0.04044416213558406,397,JNJ
0.34005037783375314,0.3350125944584383,0.005037783375314853,0.2669983416252073,0.26636339712019247,0.013992917305322925,397,XOM
0.4282115869017632,0.42317380352644834,0.005037783375314853,0.26834738434932986,0.32508710758705855,0.03622706405771617,397,WMT
0.37279596977329976,0.35516372795969775,0.017632241813602012,0.2876428421261695,0.29560411746073495,0.049861669074522025,397,DIS
0.3929471032745592,0.3904282115869018,0.0025188916876573986,0.2605166572557877,0.2864273909203271,0.028172726000185208,397,BA
0.4156171284634761,0.5138539042821159,-0.09823677581863977,0.2930982385666803,0.366147037711114,0.018436617833840676,397,KO
0.47103274559193953,0.47103274559193953,0.0,0.2134703196347032,0.3016545322797695,0.0,397,NVDA
