model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v9,2022-01-01,2023-06-01,110,333828,200,338393,67614,75827,1.013674706735205,0.5123504820182785,0.3581969483165627,0.1541535337017158,0.5053541775951237,0.5074949181371198,0.2668762524049355,0.5482055770914093,0.3610131712259372,0.6181657523655241,"[[13152, 5834, 5005], [6903, 8908, 8864], [4474, 5897, 16790]]",0.9733121129960597,40
