experiment_name,model_type,frequency,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
ultimate_model,attention,daily,47236,996,20,-0.005,0.005,0.2,0.1,0.0005,100,316.3209421634674,0.4334647401983276,0.3601578130901214,0.07330692710820619,0.15731665132205183,0.3723857420596231,320379,0.3919395465994962,-0.020403022670025188,0.019852444143095498,10
