accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3778337531486146,0.3778337531486146,0.0,0.2929437043403524,0.31668541131974987,0.034525899556579295,397,MSFT
0.37279596977329976,0.37279596977329976,0.0,0.18103975535168196,0.20247267349155362,0.0,397,AAPL
0.380352644836272,0.3879093198992443,-0.007556675062972307,0.28533493997411524,0.3263602065700277,-0.0006055063183273658,397,JPM
0.4282115869017632,0.49622166246851385,-0.06801007556675065,0.2831630501767701,0.35953503568286915,0.008086739770709278,397,JNJ
0.3148614609571788,0.3350125944584383,-0.020151133501259466,0.23921305611446456,0.2386105043358387,-0.034661007912592245,397,XOM
0.4256926952141058,0.42317380352644834,0.002518891687657454,0.2711331398615114,0.3276383432925846,0.03062183262822113,397,WMT
0.3904282115869018,0.35516372795969775,0.035264483627204024,0.30280174753704997,0.3106610251846257,0.08422364291134599,397,DIS
0.3929471032745592,0.3904282115869018,0.0025188916876573986,0.22976597390004408,0.2588429883596826,0.022981972780678962,397,BA
0.5012594458438288,0.5138539042821159,-0.012594458438287104,0.27350542623112956,0.38009262275851563,0.03613707715206787,397,KO
0.3350125944584383,0.47103274559193953,-0.13602015113350124,0.25172474196243294,0.2826639300778964,0.017213790862272073,397,NVDA
