config_name,description,hidden_size,num_layers,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
large_2l,"Large (v10 default): 128 hidden, 2 layers",128,2,108,332804,400,591303,131293,150801,1.7767304479513468,0.41424128487211626,0.3788767978992182,0.03536448697289807,0.3675584267823779,0.3727887479913171,0.10686758172889885,0.12023109871501146,0.3630236249453659,0.7115078323269449,"[[6035, 8791, 35369], [3181, 15781, 24509], [6234, 10249, 40652]]",1.044080019429383,22
medium_2l,"Medium-2L: 64 hidden, 2 layers",64,2,108,103044,400,591303,131293,150801,5.738354489344358,0.4168473683861513,0.3788767978992182,0.037970570486933086,0.33165264559452295,0.337180930195643,0.11899004493437976,0.022472357804562207,0.38828184306779234,0.7850529447799073,"[[1128, 9395, 39672], [556, 16879, 26036], [1166, 11115, 44854]]",1.0444715514921075,23
medium_1l,"Medium-1L: 64 hidden, 1 layer",64,1,108,69764,400,591303,131293,150801,8.475761137549453,0.41294818999874006,0.3788767978992182,0.03407139209952187,0.36378459472776975,0.36718876809746404,0.11114581460788757,0.08994919812730352,0.44864392353523036,0.669554563752516,"[[4515, 12133, 33547], [2454, 19503, 21514], [4696, 14184, 38255]]",1.0445865429121524,22
small_1l,"Small: 32 hidden, 1 layer",32,1,108,28868,400,591303,131293,150801,20.482991547734517,0.4145595851486396,0.3788767978992182,0.03568278724942142,0.3502919096622729,0.35448964052486803,0.114113355421853,0.05659926287478832,0.4305859078466104,0.716846066334121,"[[2841, 11315, 36039], [1454, 18718, 23299], [2952, 13226, 40957]]",1.0442862306507334,28
